P_mu_pandemia_gt_pre,P_mu_pos_gt_pre,P_mu_pos_gt_pandemia,mean_mu_pre,mean_mu_pandemia,mean_mu_pos
1.0,1.0,0.97625,-0.37916462157295805,0.4596397433656355,1.0486400607850102
